city,latitude,longitude
Bacea,44.39824,24.63759
Bacem,-8.1946,112.23207
Bacem,-7.0468,111.3559
Bacem,-6.9273,111.4695
Baceno,46.26062,8.31874
Bacesti,46.85,27.23333
Bach,49.4,12.38333
Bachant,50.2154,3.86835
Bachaquero,9.96209,-71.12377
Bacharach,50.05725,7.76948
Bachatskiy,54.2927,86.1285
Bachauan,11.2067,123.9634
Bachenberg,50.71667,7.65
Bachenbulach,47.50317,8.54556
Bacheng,31.45786,120.87278
Bachfeld,50.41667,10.98333
Bachhagel,48.63217,10.32045
Bachhraon,28.92694,78.23456
Bachhrawan,26.4709,81.1158
Bachi,24.74119,115.80445
Bachi-Yurt,43.22417,46.19423
Bachingen an der Brenz,48.54627,10.31281
Bachmanning,48.11667,13.8
Bacho,6.51678,101.651
Bachomobampo Numero Dos,25.73888,-109.14776
Bachowice,49.95812,19.49369
Bachuan,29.84863,106.05046
Bachy,50.55079,3.25976
Bacia,45.8,23.01667
Bacioiu,46.31431,27.15745
Baciu,46.8,23.51667
Baciu,44.33152,25.44429
Back Mountain,41.33591,-75.99631
Backa,64.98333,21.06667
Backa Palanka,45.25083,19.39194
Backa Topola,45.81516,19.6318
Backi Breg,45.92034,18.92944
Backi Petrovac,45.36056,19.59167
Backnang,48.94743,9.43718
Backo Gradiste,45.53271,20.03082
Backo Petrovo Selo,45.70681,20.07928
Backowice,50.79194,21.23211
Backworth,55.04229,-1.52779
Baclayon,9.62639,123.89417
Baclesu,44.48333,23.13333
Bacliff,29.5069,-94.99243
Bacnar,15.88641,120.34419
Bacnor East,17.03449,121.70375
Bacnotan,16.72222,120.3525
Baco,13.3573,121.0983
Bacobampo,26.98278,-109.65194
Bacoli,40.79672,14.07349
Bacolod,12.22854,123.50851
Bacolod,8.93167,126.28944
Bacolod,8.11667,123.91667
Bacolod City,10.66667,122.95
Bacolor,15.0003,120.652
Bacon,13.03778,124.04111
Bacong,9.7393,124.5656
Bacong,9.2464,123.2956
Bacoor,14.45903,120.92903
Bacova,45.6641,21.55238
Bacqueville-en-Caux,49.78761,0.99927
Bacsalmas,46.12648,19.3326
Bacsay,15.62063,120.34341
Bacsbokod,46.125,19.15621
Bactad Proper,15.97842,120.61026
Bacton,51.98333,-2.91667
Bacu,44.48259,25.88904
Bacu Abis,39.24301,8.46491
Bacuag,9.60806,125.63889
Bacubirito,25.80944,-107.915
Baculin,7.4525,126.58417
Baculongan,16.8,120.8333
Bacum,27.55142,-110.0833
Bacun,29.4792,92.93146
Bacundao Weste,15.91536,120.47668
Bacungan,9.91056,118.70222
Bacup,53.70336,-2.2007
Bacuyangan,9.637,122.4721
Bad Abbach,48.93754,12.04494
Bad Aibling,47.8638,12.01055
Bad Alexandersbad,50.01667,12.01667
Bad Arolsen,51.37982,9.01445
Bad Aussee,47.60998,13.78243
Bad Axe,43.80196,-83.00078
Bad Bellingen,47.73147,7.55756
Bad Bentheim,52.31814,7.16343
Bad Bergzabern,49.10245,8.00092
Bad Berka,50.89982,11.28245
Bad Berleburg,51.05224,8.39227
Bad Berneck im Fichtelgebirge,50.04564,11.67238
Bad Bertrich,50.06667,7.03333
Bad Bevensen,53.07923,10.58129
Bad Bibra,51.20796,11.58517
Bad Birnbach,48.44489,13.09103
Bad Blankenburg,50.68189,11.27369
Bad Blumau,47.11667,16.05
Bad Bocklet,50.26648,10.07902
Bad Brambach,50.21667,12.31667
Bad Bramstedt,53.9183,9.88424
Bad Breisig,50.50523,7.28861
Bad Bruckenau,50.30853,9.78985
Bad Buchau,48.06231,9.61244
Bad Camberg,50.29695,8.26896
Bad Deutsch-Altenburg,48.13425,16.90624
Bad Ditzenbach,48.5883,9.70393
Bad Doberan,54.10712,11.90051
Bad Driburg,51.73297,9.01969
Bad Dueben,51.59174,12.58492
Bad Duerkheim,49.4618,8.17236
Bad Duerrenberg,51.29545,12.06583
Bad Durrheim,48.02093,8.53056
Bad Eilsen,52.24215,9.09822
Bad Eisenkappel,46.48841,14.59139
Bad Elster,50.28192,12.2343
Bad Ems,50.33544,7.71369
Bad Endbach,50.75,8.5
Bad Endorf,47.90901,12.29795
Bad Erlach,47.72722,16.21444
Bad Essen,52.31667,8.33333
Bad Fallingbostel,52.86641,9.69558
Bad Feilnbach,47.77331,12.00973
Bad Frankenhausen,51.35609,11.09977
Bad Fredeburg,51.1893,8.30978
Bad Freienwalde,52.7873,14.0304
Bad Fussing,48.351,13.312
Bad Gams,46.87111,15.22472
Bad Gandersheim,51.87167,10.02537
Bad Gastein,47.11547,13.13467
Bad Gleichenberg,46.87556,15.90861
Bad Goisern,47.64252,13.61609
Bad Griesbach,48.45181,13.19329
Bad Grund,51.81021,10.23694
Bad Haering,47.51071,12.11912
Bad Hall,48.03832,14.20773
Bad Harzburg,51.88268,10.56157
Bad Heilbrunn,47.74671,11.45934
Bad Herrenalb,48.79787,8.43617
Bad Hersfeld,50.87197,9.70891
Bad Hoenningen,50.51689,7.31195
Bad Hofgastein,47.17274,13.09871
Bad Holzhausen,52.28971,8.53954
Bad Homburg vor der Hoehe,50.22683,8.61816
Bad Honnef,50.64336,7.2278
Bad Iburg,52.1549,8.04216
Bad Ischl,47.71109,13.61893
Bad Karlshafen,51.64263,9.45477
Bad Kissingen,50.20228,10.07784
Bad Kleinen,53.77134,11.47165
Bad Klosterlausnitz,50.91667,11.86667
Bad Koenig,49.7432,9.0075
Bad Koesen,51.13431,11.72203
Bad Koestritz,50.93032,12.01005
Bad Kohlgrub,47.66667,11.05
Bad Konigshofen im Grabfeld,50.30082,10.46887
Bad Kreuzen,48.26737,14.80648
Bad Kreuznach,49.8414,7.86713
Bad Krozingen,47.91667,7.7
Bad Laasphe,50.93139,8.42502
Bad Laer,52.1,8.08333
Bad Langensalza,51.10771,10.646
Bad Lauchstaedt,51.38652,11.86956
Bad Lausick,51.14495,12.64449
Bad Lauterberg im Harz,51.63272,10.47031
Bad Leonfelden,48.52047,14.29459
Bad Liebenstein,50.81569,10.35123
Bad Liebenwerda,51.51826,13.39459
Bad Liebenzell,48.77427,8.72971
Bad Lippspringe,51.78333,8.81683
Bad Lobenstein,50.45223,11.6393
Bad Marienberg,50.64947,7.94958
Bad Meinberg,51.89588,8.98313
Bad Mergentheim,49.4925,9.77361
Bad Muender am Deister,52.19551,9.46421
Bad Muenster am Stein-Ebernburg,49.81159,7.84523
Bad Muenstereifel,50.55667,6.76424
Bad Muskau,51.55051,14.7124
Bad Nauheim,50.36463,8.73859
Bad Nenndorf,52.33703,9.37904
Bad Neuenahr-Ahrweiler,50.54322,7.1113
Bad Neustadt an der Saale,50.32174,10.20673
Bad Oeynhausen,52.20699,8.80365
Bad Oldesloe,53.81167,10.37417
Bad Orb,50.22788,9.34782
Bad Peterstal-Griesbach,48.43333,8.21667
Bad Pirawarth,48.45194,16.59833
Bad Pyrmont,51.98589,9.25246
Bad Radkersburg,46.68806,15.98806
Bad Ragaz,47.00601,9.50266
Bad Rappenau,49.23848,9.1018
Bad Reichenhall,47.72947,12.87819
Bad Rippoldsau-Schapbach,48.4,8.33333
Bad Rothenfelde,52.11667,8.16667
Bad Saarow,52.28333,14.06667
Bad Sachsa,51.59499,10.55546
Bad Sackingen,47.55371,7.94612
Bad Salzdetfurth,52.05777,10.0058
Bad Salzschlirf,50.62388,9.50815
Bad Salzuflen,52.0862,8.74434
Bad Salzungen,50.81342,10.2361
Bad Sankt Leonhard im Lavanttal,46.96278,14.79167
Bad Sassendorf,51.58333,8.16667
Bad Schallerbach,48.22999,13.91925
Bad Schandau,50.91743,14.15494
Bad Schmiedeberg,51.68516,12.73483
Bad Schonau,47.48333,16.23333
Bad Schussenried,48.00468,9.65741
Bad Schwalbach,50.14196,8.06964
Bad Schwartau,53.91887,10.69691
Bad Segeberg,53.94313,10.30215
Bad Soden am Taunus,50.1408,8.50449
Bad Soden-Salmuenster,50.27574,9.36705
Bad Sooden-Allendorf,51.27092,9.97483
Bad Staffelstein,50.10199,11.00128
Bad Steben,50.36648,11.64438
Bad Suderode,51.73333,11.11667
Bad Suelze,54.11084,12.66054
Bad Sulza,51.08929,11.62474
Bad Tatzmannsdorf,47.33333,16.21667
Bad Teinach-Zavelstein,48.69051,8.69285
Bad Tennstedt,51.15447,10.83873
Bad Toelz,47.76111,11.5589
Bad Uberkingen,48.59991,9.79586
Bad Urach,48.49107,9.40009
Bad Vilbel,50.17866,8.73756
Bad Voslau,47.96533,16.21359
Bad Waldsee,47.92027,9.7549
Bad Waltersdorf,47.1696,16.0087
Bad Wiessee,47.71667,11.71667
Bad Wildbad,48.75071,8.5504
Bad Wildungen,51.11963,9.12475
Bad Wilsnack,52.95607,11.94903
Bad Wimpfen,49.22971,9.15648
Bad Wimsbach-Neydharting,48.06667,13.9
Bad Windsheim,49.50274,10.41539
Bad Worishofen,48.00674,10.59666
Bad Wurzach,47.90799,9.89686
Bad Zurzach,47.58764,8.29365
Bad Zwischenahn,53.18333,8
Bada,24.59297,105.09324
Bada,51.391,109.86145
Bada Barabil,22.11186,85.38684
Badacsonytomaj,46.80711,17.51385
Badagara,11.59641,75.58622
Badagry,6.41502,2.88132
Badai,46.64468,123.16577
Badajoz,38.87789,-6.97061
Badak,6.84722,124.72056
Badalasco,45.54217,9.55494
Badaling,40.36397,115.98511
Badalona,41.45004,2.24741
Badalucco,43.91683,7.84584
Badama,35.81151,36.19649
Badamdar,40.34024,49.8045
Badami,15.91495,75.67683
Badaogou,41.51726,127.26466
Badaogu,39.47333,117.32972
Badar,54.39948,100.59436
Badaran,42.36794,-2.81079
Badarganj,25.67419,89.05377
Badarpur,24.86852,92.59606
Badarwas,24.97516,77.5649
Badbergen,52.63333,7.98333
Baddeckenstedt,52.08333,10.23333
Baddi,30.95783,76.79136
Baddomalhi,31.99283,74.66833
Bade,-7.16667,139.58333
Badean,-8.1445,113.5947
Badeggi,9.0563,6.143
Badem,50,6.61667
Bademli,38.08167,28.05778
Baden,48.00543,16.23264
Baden,47.47333,8.30592
Baden,47.61734,-2.91987
Baden,38.65928,-76.77775
Baden,40.63507,-80.22812
Baden-Baden,48.7606,8.23975
Badenas,41.09216,-1.12241
Badendorf,53.86667,10.56667
Badenhard,50.11667,7.63333
Badenhausen,51.76996,10.20493
Badenheim,49.83333,7.96667
Badeni,47.40581,26.94898
Badeni,45.15272,25.40263
Badenweiler,47.80223,7.67236
Bader,-6.8667,111.6553
Badersdorf,47.2,16.36667
Badesi,40.9646,8.88235
Badesti,45.17157,24.86064
Badeuti,47.80277,25.98387
Badger,64.8,-147.53333
Badger Creek,-37.7,145.51667
Badhni Kalan,30.6813,75.29087
Badi,27.88013,99.09076
Badia,46.60816,11.8963
Badia al Pino,43.40424,11.77228
Badia Calavena,45.56463,11.15197
Badia Pavese,45.12087,9.46866
Badia Polesine,45.09508,11.49443
Badia Tedalda,43.70887,12.18425
Badian,13.03167,123.30778
Badian,9.86472,123.39639
Badiangan,11.00573,122.50051
Badile,45.35061,9.12705
Badin,24.65599,68.83841
Badin,35.40597,-80.11672
Badiraguato,25.36525,-107.55083
Badiyah,22.45,58.8
Badlan,11.1414,122.52
Badlapur,19.15516,73.26553
Badnawar,23.02181,75.23268
Badoc,17.9265,120.4764
Badoere,45.6342,12.08518
Badolato,38.56868,16.52461
Badolato Marina,38.57613,16.56527
Badolatosa,37.30785,-4.67296
Badong,-7.0044,111.4072
Badosi,44.14723,23.88974
Badou,7.58333,0.6
Badovinci,44.78534,19.37146
Badr Hunayn,23.78292,38.79047
Badrah,33.11508,45.93344
Badrah,49.61833,101.98972
Badsey,52.08819,-1.89925
Badsworth,53.62876,-1.30128
Badu,27.98061,118.93194
Badu,27.45271,115.25974
Badu,26.81028,119.56417
Baduleasa,43.92286,24.98274
Badules,41.13901,-1.25366
Badulla,6.9895,81.0557
Badung,-8.4355,115.2437
Badur,-6.3805,105.8474
Baduria,22.74431,88.78655
Badvel,14.73959,79.06201
Bady Bassitt,-20.91806,-49.44528
Baekrajan,-6.7674,110.8541
Baelen,50.63131,5.97433
Baells,41.95325,0.45956
Baena,37.6167,-4.32245
Baeoen,-10.62664,123.39636
Baependi,-21.95889,-44.89
Baerenstein,50.80125,13.79771
Baesweiler,50.90964,6.18874
Baetovo,41.26668,74.95698
Baeza,37.99384,-3.47103
Bafang,5.15705,10.1771
Bafata,12.16583,-14.66167
Baffa,34.43782,73.21937
Bafia,4.75,11.23333
Bafilo,9.35,1.26667
Bafoulabe,13.8065,-10.8321
Bafoussam,5.47775,10.41759
Bafq,31.6035,55.40249
Bafra,41.56778,35.90694
Baft,29.2331,56.6022
Bag,47.63333,19.48333
Bag`dod,40.46306,71.21222
Baga,42.25289,1.86098
Baga Borihe,42.92555,120.5599
Bagabag,16.6068,121.2542
Bagac,14.5962,120.3928
Bagacay,13.777,123.3032
Bagacay,12.9821,124.1415
Bagacay,10.15209,124.25857
Bagacay,9.8664,123.918
Bagaces,10.52541,-85.25537
Bagaciu,46.26667,24.36667
Bagado,5.41164,-76.4152
Bagaha,27.09918,84.09003
Bagaha,24.52627,85.06094
Bagahanlad,12.5797,123.6688
Bagakay,8.1454,123.8157
Bagala,8.46399,-82.52617
Bagaladi,38.0256,15.82152
Bagalangit,13.70977,120.87706
Bagalkot,16.18673,75.69614
Bagamanoc,13.9404,124.28962
Bagamer,47.44882,21.989
Bagamoyo,-6.44222,38.90422
Bagan,33.89783,96.52141
Bagan,6.92556,124.42028
Bagan,54.10014,77.66462
Bagan Besar,1.58183,101.38666
Bagan Serai,5.0108,100.54101
Baganga,7.57389,126.56
Bagangan,-6.6595,111.0244
Baganhilir,2.18047,100.81058
Baganhulubaru,2.14877,100.80708
Bagani,-18.11065,21.61645
Bagansiapiapi,2.15668,100.80763
Baganzola,44.85513,10.30706
Bagar,28.18784,75.50012
Bagarasi,37.7071,27.54875
Bagard,44.07126,4.05225
Bagarji,27.75599,68.75235
Bagasra,21.48719,70.95516
Bagay,11.1964,124.035
Bagayevskaya,47.32411,40.38791
Bagcilar,41.03903,28.85671
Bagdad,30.5988,-87.03108
Bagdad,34.5757,-113.17626
Bagdadi,41.81667,46.03333
Bagdarin,54.43333,113.6
Bagdere,38.11442,40.73382
Bage,-31.33139,-54.10694
Bage-la-Ville,46.31654,4.94666
Bagenalstown,52.70031,-6.96181
Bagepalli,13.78338,77.79667
Bages,42.60588,2.8935
Bageshwar,29.8376,79.7714
Baggabag B,16.50588,121.19014
Baggiovara,44.60416,10.86256
Bagh,22.35993,74.79035
Bagh,33.98111,73.77608
Bagh-e Maidan,35.22156,69.21397
Bagh-e Malek,31.52313,49.88624
Bagha Purana,30.68809,75.09838
Baghdad,33.34058,44.40088
Baghdogra,26.69929,88.31177
Bagheria,38.07892,13.51237
Baghlan,36.13068,68.70829
Baghpat,28.94485,77.21865
Baghramyan,40.19344,44.36832
Bagikkedok Lauk,-8.572,116.6058
Bagiktinggang,-8.7482,116.3038
Bagillt,53.2654,-3.16551
Bagjasari,-7.0043,108.3581
Bagkonak,38.2175,31.27222
Baglar,37.91375,40.20584
Bagley,47.52162,-95.39835
Bagli,22.64141,76.34778
Baglica,37.86974,41.7511
Baglica,37.52722,40.685
Baglica,37.43333,42.77417
Baglung,28.27189,83.58975
Bagn,60.82249,9.55207
Bagnacavallo,44.41402,11.97813
Bagnan,22.93338,88.13856
Bagnara Calabra,38.28778,15.80591
Bagnara di Romagna,44.3893,11.82726
Bagnaria,44.82726,9.12256
Bagnaria Arsa,45.88383,13.28562
Bagnarola,45.8669,12.85886
Bagnarola,44.16232,12.3428
Bagnasco,44.30412,8.04522
Bagnatica,45.66088,9.78106
Bagneaux-sur-Loing,48.2331,2.70675
Bagneres-de-Bigorre,43.06667,0.15
Bagneres-de-Luchon,42.79079,0.59315
Bagnes,46.08333,7.21667
Bagneux,48.79565,2.30796
Bagni di Lucca,44.00513,10.5531
Bagni di Tivoli,41.95,12.71667
Bagno,44.65545,10.75881
Bagno a Ripoli,43.75115,11.32252
Bagno Roselle,42.81114,11.13859
Bagnolet,48.86667,2.41667
Bagnoli,40.81322,14.16807
Bagnoli del Trigno,41.70217,14.45861
Bagnoli di Sopra,45.18667,11.88433
Bagnoli Irpino,40.83103,15.07173
Bagnolo,45.27238,10.89081
Bagnolo Cremasco,45.36117,9.61296
Bagnolo del Salento,40.14908,18.35208
Bagnolo di Po,45.01548,11.50091
Bagnolo in Piano,44.76437,10.67358
Bagnolo Mella,45.42765,10.18638
Bagnolo Piemonte,44.76034,7.31392
Bagnolo San Vito,45.08892,10.87747
Bagnols-en-Foret,43.53666,6.7019
Bagnols-sur-Ceze,44.1599,4.61776
Bagnone,44.31494,9.99507
Bagnoregio,42.62845,12.08969
Bago,-8.0684,111.9091
Bago,17.33521,96.48135
Bago City,10.53333,122.83333
Bagojo Colectivo,25.87417,-109.11778
Bagok,4.94707,97.66519
Bagolino,45.82519,10.46183
Bagombong,14.3413,121.3775
Bagong Barrio,14.88993,120.94095
Bagong Pagasa,14.6627,121.0328
Bagong Sikat,12.36745,121.06171
Bagong Tanza,16.98269,121.61109
Bagong-Sikat,15.4801,121.3073
Bagontapay,6.85889,124.90889
Bagorejo,-8.396,114.3045
Bagou,35.2733,100.39765
Bagpinar,37.59139,38.3191
Bagra,23.73333,86.31667
Bagrami,34.49376,69.27427
Bagramovo,54.72337,39.45186
Bagratashen,41.24358,44.81737
Bagrationovsk,54.38714,20.64372
Bagroy,10.2031,122.9362
Bagshot,51.36069,-0.68802
Bagtic,9.6864,123.0122
Bagu,-6.7262,111.1295
Bagu,18.42441,121.35573
Bagua,-5.63311,-78.53431
Bagua Grande,-5.75611,-78.44111
Baguanos,20.75167,-76.02694
Baguazhou,32.17352,118.81674
Baguazhou,32.17238,118.82225
Bagudo,11.40351,4.22571
Baguena,41.04181,-1.35767
Baguer,7.25611,124.50417
Baguer-Morvan,48.52531,-1.77332
Baguer-Pican,48.55253,-1.69837
Bagues,42.54935,-0.94577
Baguim do Monte,41.19392,-8.54133
Baguinge,16.77767,121.10624
Baguio,16.41639,120.59306
Bagula,23.33664,88.64109
Bagulin,16.60833,120.43944
Bagumbayan,18.1939,121.66302
Bagumbayan,17.72271,121.44695
Bagumbayan,13.45,123.66667
Bagumbayan,13.4653,123.3899
Bagumbayan,10.446,122.8348
Bagupaye,13.565,122.3902
Bagusan,-8.1777,111.7637
Bagwai,12.1577,8.1358
Bah,26.86912,78.59385
Bah-Bah,8.60722,125.91444
Bahabon,41.48141,-4.27941
Bahabon de Esgueva,41.86162,-3.7298
Bahadurganj,26.2594,87.82096
Bahadurgarh,28.69287,76.93555
Bahani,-11.63972,43.28417
Bahaodi,41.91143,112.97964
Bahar,34.9072,48.4414
Baharak,37.00254,70.90664
Baharampur,24.10473,88.25155
Baharly,38.43624,57.43158
Bahau,2.8079,102.4049
Bahawalnagar,29.99866,73.2536
Bahawalnagar,30.55083,73.39083
Bahawalpur,29.4,71.68333
Bahay,13.5437,123.0407
Bahay Pare,15.03238,120.88083
Bahce,37.19724,36.57658
Bahcecik,40.6681,29.91478
Bahcelievler,41.00231,28.8598
Bahcesaray,38.1246,42.79825
Bahe,30.42883,115.02291
Bahechuan,41.02713,124.81046
Baheli,10.01369,118.77294
Baheri,28.77373,79.49553
Baherove,45.37417,36.29705
Bahia Asuncion,27.14231,-114.29582
Bahia Azul,9.135,-81.88839
Bahia Blanca,-38.71959,-62.27243
Bahia de Caraquez,-0.59792,-80.42367
Bahia de Kino,28.82278,-111.94083
Bahia de Lobos,27.35167,-110.45472
Bahia Honda,22.90361,-83.15917
Bahia Honda,7.70517,-80.45342
Bahir Dar,11.59364,37.39077
Bahjoi,28.39502,78.62659
Bahla',22.97339,57.29958
Bahlingen,48.12064,7.73982
Bahna,46.78333,26.78333
Bahnea,46.36667,24.48333
Baho,42.7,2.82204
Bahoi,2.36191,125.37335
Bahon,19.46667,-72.11667
Bahori,37.40195,67.99446
Bahraigh,27.57429,81.59474
Bahrdorf,52.38587,11.0004
Bahrenborstel,52.57009,8.80863
Bahrenfleth,53.87133,9.43964
Bahrenhof,53.88333,10.38333
Bahsili,39.80017,33.43701
Bahsuma,29.20063,77.97221
Bahua,25.83942,80.62255
Bahuang,27.71806,109.01889
Bahui,40.93187,123.20036
Bahula,23.65176,87.16475
Bai'anba,30.76283,108.43717
Bai'e,25.81863,115.60973
Baia,41.30366,14.25016
Baia,47.41667,26.21667
Baia,44.71667,28.66667
Baia de Arama,44.99929,22.80784
Baia de Aries,46.38045,23.28115
Baia de Cris,46.16667,22.71667
Baia de Fier,45.16667,23.76667
Baia Mare,47.65729,23.56808
Baia Mare,47.65331,23.57949
Baia Sprie,47.66189,23.69215
Baiano,40.95142,14.6165
Baiao,-2.79056,-49.67167
Baiao,41.16273,-8.0347
Baiba,29.79923,93.85241
Baibei,27.80398,115.9074
Baibu,30.542,120.77751
Baicaogou,43.26543,129.60272
Baicha,29.18409,115.59863
Baicheng,41.77389,81.86889
Baicheng,33.38639,114.01583
Baicheng,45.60746,122.82076
Baicoi,45.03333,25.85
Baiculesti,45.06667,24.7
Baicun,28.68803,107.9319
Baides,41.00685,-2.7762
Baidi,30.2075,118.37389
Baidi,31.05761,109.59088
Baidian,32.67087,120.257
Baidian,30.77667,119.24417
Baidland,40.19479,-79.97088
Baidoa,3.11383,43.6498
Baidu,24.49413,116.19261
Baidyabati,22.78498,88.32586
Baie aux Huitres,-19.69444,63.40833
Baie de Henne,19.66569,-73.20888
Baie-Comeau,49.21679,-68.14894
Baie-D'Urfe,45.41397,-73.91586
Baie-Mahault,16.26738,-61.58543
Baie-Saint-Paul,47.44109,-70.49858
Baienfurt,47.81667,9.65
Baierbach,48.41667,12.2
Baierbrunn,48.0203,11.48689
Baierdorf-Umgebung,47.28511,15.71045
Baiersbronn,48.50318,8.37699
Baiersdorf,49.65807,11.03594
Baifeng,29.87778,121.99194
Baifusi,29.20405,109.21945
Baigecun,24.1575,102.66382
Baigneaux,48.13333,1.81667
Baignes-Sainte-Radegonde,45.38333,-0.23333
Baigou,23.50658,111.63463
Baiguan,33.96617,104.91444
Baiguo,31.04112,115.01444
Baiguo,29.8841,110.45615
Baiguo,30.22773,109.33305
Baih,-6.9706,113.1353
Baihar,22.10133,80.54967
Baihe,38.85223,114.83283
Baihe,22.1343,107.232
Baihe,33.86974,104.85221
Baihe,31.25616,121.13653
Baihe,31.26348,108.46372
Baihedian,29.23486,120.93515
Baiheshan,29.11278,111.80889
Baihou,24.30232,116.76615
Baihua,22.955,114.64851
Baiima,8.10826,-11.84772
Baijia,30.01704,107.32576
Baijia,30.59295,107.90383
Baijiaji,35.97029,102.63772
Baijian,39.99417,117.20861
Baijiang,29.85012,119.35464
Baijiantan,45.68928,85.12441
Baijiazhuang,39.36414,113.66637
Baiju,33.06695,120.30809
Baikingon,8.47222,124.55361
Baikouquan,45.91815,85.47453
Baikui,46.36432,126.99636
Baikunthpur,23.26206,82.56051
Baikunthpur,24.72768,81.40975
Bail,16.2867,120.4004
Bail Hongal,15.81619,74.85752
Bailadores,8.25264,-71.82805
Bailai,25.27694,118.02694
Bailan,11.4584,122.8301
Bailang,32.56926,110.88564
Bailang,33.23531,110.98911
Baildon,53.84711,-1.78785
Baile Borsa,47.68416,24.71391
Baile Dranceni,46.81361,28.10083
Baile Govora,45.08333,24.18333
Baile Herculane,44.87972,22.4125
Baile Olanesti,45.2,24.23333
Baile Tusnad,46.15,25.85
Bailen,38.09639,-3.77786
Bailesti,44.01667,23.35
Baileys Crossroads,38.85039,-77.1297
Bailian,26.51621,117.3778
Bailian,30.5951,115.44194
Bailiang,28.20095,114.41179
Bailianhe,30.59856,115.43579
Bailieborough,53.91667,-6.96667
Bailin,28.73599,106.46043
Bailin,34.76298,103.93963
Bailin,32.66083,110.61025
Bailing,29.07995,114.0214
Bailingmiao,41.69194,110.43556
Bailingnao,41.2891,110.22423
Bailizhou,30.40522,111.80041
Baillargues,43.66267,4.01681
Bailleau-l'Eveque,48.4896,1.39665
Bailleau-le-Pin,48.36698,1.32948
Baillet-en-France,49.06187,2.2988
Bailleul,50.73592,2.73594
Bailleul-Sir-Berthoult,50.33752,2.85129
Bailleul-sur-Therain,49.38526,2.22279
Bailleval,49.34605,2.45695
Baillif,16.02019,-61.74632
Bailly,48.84168,2.07673
Bailly-Carrois,48.58029,2.99047
Bailly-Romainvilliers,48.84729,2.82352
Bailo,42.50906,-0.81136
Bailongqiao,29.07769,119.54818
Bailu,34.05361,119.52222
Bailu,31.61295,109.67397
Bailu,26.24333,115.1475
Bailu,27.91014,116.19944
Bailu,29.48619,116.03939
Bailuo,29.55114,113.20372
Bailuquan,38.07099,114.2694
Baima,30.05752,96.91852
Baima,29.24264,118.71611
Baima,36.59517,107.72568
Baima,31.58261,119.17219
Baima,29.40346,107.53498
Baimadu,25.54917,111.68806
Baimajing,19.71195,109.21801
Baimangpu,25.53417,111.70194
Baimaqiao,28.6401,116.73804
Baimashi,40.91567,120.35017
Baimasi,30.10208,112.52343
Baimi,32.50661,120.25184
Baimiao,34.93796,109.14364
Baimiao,31.03485,112.22115
Baimiaohe,31.00137,115.60182
Baimu,28.00128,114.43209
Bain-de-Bretagne,47.84418,-1.68486
Bainbridge,30.9038,-84.57547
Bainbridge,42.29341,-75.47935
Bainbridge,41.38644,-81.33955
Bainbridge,40.09093,-76.66747
Bainbridge Island,47.62621,-122.52124
Baincthun,50.70994,1.68075
Baindt,47.85,9.66667
Baing,-10.2209,120.5592
Baini,23.06242,112.83391
Baini,29.53495,114.12945
Bains,45.00963,3.77465
Bains-les-Bains,48.00113,6.26492
Bains-sur-Oust,47.70362,-2.07047
Bainton,53.95,-0.53333
Bainville-sur-Madon,48.58807,6.09582
Baiona,42.11667,-8.85
Baipenzhu,23.0742,115.02527
Baipu,32.2435,120.75503
Baipu,23.70963,114.85153
Baiqi,24.88244,118.70869
Baiqi,40.30974,123.84148
Baiqiao,31.53766,118.3082
Baiqiao,31.28192,108.59375
Baiqing,25.65119,119.76798
Baiquan,30.07111,122.15083
Baiquan,47.60605,126.08481
Baiquan,42.88538,124.95827
Baiquan,31.59445,108.78316
Baiquan,44.4174,84.34522
Baique,30.92071,120.09795
Baiquesi,33.22207,106.07855
Bairagnia,26.74063,85.27323
Bairan,10.19718,123.7271
Baird,32.39402,-99.39424
Bairiki Village,1.32924,172.97522
Bairisch Koelldorf,46.86667,15.93333
Bairnsdale,-37.82289,147.61041
Bairo,45.38606,7.75532
Bairoa,18.25912,-66.04044
Bairuopu,28.2,112.8
Bais,48.2528,-0.36493
Bais,48.00959,-1.28983
Bais,9.59111,123.12278
Baisangguan,32.96261,110.991
Baise City,23.89972,106.61333
Baisesti,47.48024,26.11115
Baisha,26.20928,119.06907
Baisha,29.9597,115.06427
Baisha,31.13572,113.89435
Baisha,29.06226,106.1189
Baisha,28.47256,114.08373
Baisha,26.95538,115.43459
Baisha,26.52222,110.93111
Baisha,25.59503,119.01011
Baisha,25.39361,117.22361
Baisha,25.1293,116.59925
Baisha,24.09046,113.75655
Baisha,22.25,112.59377
Baisha,19.19142,109.44787
Baisha,21.87275,111.87409
Baisha,20.89083,110.08888
Baisha,29.30668,119.72747
Baisha,28.94389,112.37917
Baisha,28.21971,110.21695
Baisha,22.57607,113.07264
Baishan,23.71353,108.17093
Baishan,47.26766,123.24348
Baishan,42.73376,127.23437
Baishan,41.93853,126.41965
Baishanzu,27.73639,119.17861
Baishatan,36.83302,121.69566
Baishazhou,29.16026,116.61448
Baishe,27.04042,116.43682
Baishe,29.33976,119.65011
Baisheng,29.81351,107.39261
Baishi,28.09912,120.86037
Baishi,26.97361,109.44333
Baishi,22.82086,111.79512
Baishi,22.35782,111.09368
Baishi,25.45122,113.25205
Baishi,29.70358,110.58521
Baishi,30.31666,107.88247
